Filename,Type,Normalized,Width,Height
Artisan crafts_000007.png,png,yes,800,600
Artisan crafts_000008.png,png,yes,800,600
Artisan crafts_000009.png,png,yes,800,600
Artisan crafts_000010.png,png,yes,800,600
Artisan crafts_000011.png,png,yes,800,600
Artisan crafts_000012.png,png,yes,800,600
Artisan crafts_000014.png,png,yes,800,600
Artisan crafts_000015.png,png,yes,800,600
Artisan crafts_000016.png,png,yes,800,600
Artisan crafts_000017.png,png,yes,800,600
Artisan crafts_000018.png,png,yes,800,600
Artisan crafts_000019.png,png,yes,800,600
Artisan crafts_000020.png,png,yes,800,600
Artisan crafts_000021.png,png,yes,800,600
Art_000002.png,png,yes,800,600
Art_000004.png,png,yes,800,600
Art_000005.png,png,yes,800,600
Art_000006.png,png,yes,800,600
Art_000009.png,png,yes,800,600
Art_000010.png,png,yes,800,600
Art_000013.png,png,yes,800,600
Art_000014.png,png,yes,800,600
Art_000015.png,png,yes,800,600
Art_000016.png,png,yes,800,600
Art_000017.png,png,yes,800,600
Art_000018.png,png,yes,800,600
Art_000019.png,png,yes,800,600
Art_000020.png,png,yes,800,600
Art_000021.png,png,yes,800,600
Art_000022.png,png,yes,800,600
Art_000024.png,png,yes,800,600
Art_000025.png,png,yes,800,600
Art_000026.png,png,yes,800,600
Art_000027.png,png,yes,800,600
Art_000028.png,png,yes,800,600
Art_000030.png,png,yes,800,600
Art_000031.png,png,yes,800,600
Art_000032.png,png,yes,800,600
Art_000034.png,png,yes,800,600
Art_000035.png,png,yes,800,600
Augmented reality_000002.png,png,yes,800,600
Augmented reality_000006.png,png,yes,800,600
Augmented reality_000007.png,png,yes,800,600
Augmented reality_000008.png,png,yes,800,600
Augmented reality_000009.png,png,yes,800,600
Augmented reality_000011.png,png,yes,800,600
Augmented reality_000013.png,png,yes,800,600
Augmented reality_000014.png,png,yes,800,600
Augmented reality_000015.png,png,yes,800,600
Augmented reality_000017.png,png,yes,800,600
Augmented reality_000018.png,png,yes,800,600
Augmented reality_000019.png,png,yes,800,600
Augmented reality_000021.png,png,yes,800,600
Augmented reality_000022.png,png,yes,800,600
Augmented reality_000023.png,png,yes,800,600
Augmented reality_000024.png,png,yes,800,600
Augmented reality_000025.png,png,yes,800,600
Augmented reality_000026.png,png,yes,800,600
Augmented reality_000027.png,png,yes,800,600
Augmented reality_000028.png,png,yes,800,600
Augmented reality_000029.png,png,yes,800,600
Augmented reality_000030.png,png,yes,800,600
Augmented reality_000031.png,png,yes,800,600
Augmented reality_000032.png,png,yes,800,600
Autumn leaves_000001.png,png,yes,800,600
Autumn leaves_000003.png,png,yes,800,600
Autumn leaves_000004.png,png,yes,800,600
Autumn leaves_000006.png,png,yes,800,600
Autumn leaves_000011.png,png,yes,800,600
Autumn leaves_000013.png,png,yes,800,600
Autumn leaves_000014.png,png,yes,800,600
Autumn leaves_000015.png,png,yes,800,600
Autumn leaves_000016.png,png,yes,800,600
Autumn leaves_000017.png,png,yes,800,600
Autumn leaves_000018.png,png,yes,800,600
Autumn leaves_000019.png,png,yes,800,600
Autumn leaves_000020.png,png,yes,800,600
Autumn leaves_000021.png,png,yes,800,600
Autumn leaves_000022.png,png,yes,800,600
Autumn leaves_000024.png,png,yes,800,600
Autumn leaves_000025.png,png,yes,800,600
Backgrounds_000003.png,png,yes,800,600
Backgrounds_000004.png,png,yes,800,600
Backgrounds_000005.png,png,yes,800,600
Backgrounds_000006.png,png,yes,800,600
Backgrounds_000007.png,png,yes,800,600
Backgrounds_000008.png,png,yes,800,600
Backgrounds_000009.png,png,yes,800,600
Backgrounds_000010.png,png,yes,800,600
Backgrounds_000011.png,png,yes,800,600
Backgrounds_000013.png,png,yes,800,600
Backgrounds_000014.png,png,yes,800,600
Backgrounds_000015.png,png,yes,800,600
Backgrounds_000016.png,png,yes,800,600
Backgrounds_000018.png,png,yes,800,600
Backgrounds_000019.png,png,yes,800,600
Backgrounds_000022.png,png,yes,800,600
Backgrounds_000024.png,png,yes,800,600
Bakeries_000001.png,png,yes,800,600
Bakeries_000002.png,png,yes,800,600
Bakeries_000003.png,png,yes,800,600
Bakeries_000004.png,png,yes,800,600
Bakeries_000005.png,png,yes,800,600
Bakeries_000006.png,png,yes,800,600
Bakeries_000007.png,png,yes,800,600
Bakeries_000008.png,png,yes,800,600
Bakeries_000010.png,png,yes,800,600
Bakeries_000011.png,png,yes,800,600
Bakeries_000012.png,png,yes,800,600
Bakeries_000013.png,png,yes,800,600
Bakeries_000014.png,png,yes,800,600
Bakeries_000015.png,png,yes,800,600
Bakeries_000016.png,png,yes,800,600
Bakeries_000017.png,png,yes,800,600
Bakeries_000020.png,png,yes,800,600
Bakeries_000022.png,png,yes,800,600
Bakeries_000023.png,png,yes,800,600
Bakeries_000025.png,png,yes,800,600
Bakeries_000027.png,png,yes,800,600
Bakeries_000028.png,png,yes,800,600
Bakeries_000029.png,png,yes,800,600
Bakeries_000030.png,png,yes,800,600
Bakeries_000031.png,png,yes,800,600
Bakeries_000033.png,png,yes,800,600
Bakeries_000034.png,png,yes,800,600
Bakeries_000037.png,png,yes,800,600
Bakeries_000038.png,png,yes,800,600
Bakeries_000039.png,png,yes,800,600
Bakeries_000040.png,png,yes,800,600
Bakeries_000041.png,png,yes,800,600
Bakeries_000042.png,png,yes,800,600
Bakeries_000044.png,png,yes,800,600
Bakeries_000046.png,png,yes,800,600
Bakeries_000048.png,png,yes,800,600
Balcony gardens_000002.png,png,yes,800,600
Balcony gardens_000003.png,png,yes,800,600
Balcony gardens_000004.png,png,yes,800,600
Balcony gardens_000006.png,png,yes,800,600
Balcony gardens_000007.png,png,yes,800,600
Balcony gardens_000008.png,png,yes,800,600
Balcony gardens_000009.png,png,yes,800,600
Balcony gardens_000010.png,png,yes,800,600
Balcony gardens_000011.png,png,yes,800,600
Balcony gardens_000012.png,png,yes,800,600
Balcony gardens_000013.png,png,yes,800,600
Balcony gardens_000014.png,png,yes,800,600
Balcony gardens_000015.png,png,yes,800,600
Balcony gardens_000016.png,png,yes,800,600
Balcony gardens_000017.png,png,yes,800,600
Balcony gardens_000019.png,png,yes,800,600
Balcony gardens_000021.png,png,yes,800,600
Balcony gardens_000022.png,png,yes,800,600
Balcony gardens_000023.png,png,yes,800,600
Balcony gardens_000024.png,png,yes,800,600
Balcony gardens_000025.png,png,yes,800,600
Balcony gardens_000027.png,png,yes,800,600
Balcony gardens_000028.png,png,yes,800,600
Ballet_000001.png,png,yes,800,600
Ballet_000002.png,png,yes,800,600
Ballet_000004.png,png,yes,800,600
Ballet_000005.png,png,yes,800,600
Ballet_000007.png,png,yes,800,600
Ballet_000009.png,png,yes,800,600
Ballet_000011.png,png,yes,800,600
Ballet_000013.png,png,yes,800,600
Ballet_000014.png,png,yes,800,600
Ballet_000015.png,png,yes,800,600
Ballet_000016.png,png,yes,800,600
Ballet_000017.png,png,yes,800,600
Ballet_000019.png,png,yes,800,600
Ballet_000020.png,png,yes,800,600
Ballet_000021.png,png,yes,800,600
Ballet_000022.png,png,yes,800,600
Ballet_000023.png,png,yes,800,600
Ballet_000024.png,png,yes,800,600
Band rehearsals_000001.png,png,yes,800,600
Band rehearsals_000002.png,png,yes,800,600
Band rehearsals_000003.png,png,yes,800,600
Band rehearsals_000004.png,png,yes,800,600
Band rehearsals_000005.png,png,yes,800,600
Band rehearsals_000008.png,png,yes,800,600
Band rehearsals_000009.png,png,yes,800,600
Band rehearsals_000010.png,png,yes,800,600
Band rehearsals_000011.png,png,yes,800,600
Band rehearsals_000013.png,png,yes,800,600
Band rehearsals_000014.png,png,yes,800,600
Barbecue_000001.png,png,yes,800,600
Barbecue_000002.png,png,yes,800,600
Barbecue_000003.png,png,yes,800,600
Barbecue_000004.png,png,yes,800,600
Barbecue_000005.png,png,yes,800,600
Barbecue_000008.png,png,yes,800,600
Barbecue_000011.png,png,yes,800,600
Barbecue_000012.png,png,yes,800,600
Barbecue_000013.png,png,yes,800,600
Barbecue_000014.png,png,yes,800,600
Barbecue_000018.png,png,yes,800,600
Barbecue_000019.png,png,yes,800,600
Barbecue_000022.png,png,yes,800,600
Barbecue_000024.png,png,yes,800,600
Barbecue_000026.png,png,yes,800,600
Barbecue_000027.png,png,yes,800,600
Barbecue_000028.png,png,yes,800,600
Barbecue_000029.png,png,yes,800,600
Barbecue_000030.png,png,yes,800,600
Barbecue_000031.png,png,yes,800,600
Barbecue_000032.png,png,yes,800,600
Barbecue_000033.png,png,yes,800,600
Barbecue_000034.png,png,yes,800,600
Barbecue_000035.png,png,yes,800,600
Barbecue_000037.png,png,yes,800,600
Barbecue_000038.png,png,yes,800,600
Barbecue_000039.png,png,yes,800,600
Barbecue_000041.png,png,yes,800,600
Barbecue_000042.png,png,yes,800,600
Barbecue_000043.png,png,yes,800,600
Barbecue_000044.png,png,yes,800,600
Barbecue_000045.png,png,yes,800,600
Barbecue_000046.png,png,yes,800,600
Barbecue_000047.png,png,yes,800,600
Barbecue_000049.png,png,yes,800,600
Barbecue_000050.png,png,yes,800,600
Barbecue_000051.png,png,yes,800,600
Baseball_000001.png,png,yes,800,600
Baseball_000002.png,png,yes,800,600
Baseball_000003.png,png,yes,800,600
Baseball_000004.png,png,yes,800,600
Baseball_000005.png,png,yes,800,600
Baseball_000006.png,png,yes,800,600
Baseball_000007.png,png,yes,800,600
Baseball_000008.png,png,yes,800,600
Baseball_000010.png,png,yes,800,600
Baseball_000012.png,png,yes,800,600
Baseball_000014.png,png,yes,800,600
Baseball_000016.png,png,yes,800,600
Baseball_000017.png,png,yes,800,600
Baseball_000018.png,png,yes,800,600
Baseball_000019.png,png,yes,800,600
Baseball_000022.png,png,yes,800,600
Baseball_000023.png,png,yes,800,600
Baseball_000024.png,png,yes,800,600
Baseball_000025.png,png,yes,800,600
Baseball_000026.png,png,yes,800,600
Baseball_000027.png,png,yes,800,600
Baseball_000028.png,png,yes,800,600
Baseball_000029.png,png,yes,800,600
Basketball_000001.png,png,yes,800,600
Basketball_000002.png,png,yes,800,600
Basketball_000003.png,png,yes,800,600
Basketball_000005.png,png,yes,800,600
Basketball_000006.png,png,yes,800,600
Basketball_000007.png,png,yes,800,600
Basketball_000008.png,png,yes,800,600
Basketball_000009.png,png,yes,800,600
Basketball_000010.png,png,yes,800,600
Basketball_000012.png,png,yes,800,600
Basketball_000013.png,png,yes,800,600
Basketball_000014.png,png,yes,800,600
Basketball_000015.png,png,yes,800,600
Basketball_000016.png,png,yes,800,600
Basketball_000018.png,png,yes,800,600
Basketball_000019.png,png,yes,800,600
Basketball_000020.png,png,yes,800,600
Basketball_000022.png,png,yes,800,600
Basketball_000024.png,png,yes,800,600
Basketball_000025.png,png,yes,800,600
Basketball_000026.png,png,yes,800,600
Basketball_000027.png,png,yes,800,600
Basketball_000028.png,png,yes,800,600
Basketball_000029.png,png,yes,800,600
Basketball_000030.png,png,yes,800,600
Basketball_000031.png,png,yes,800,600
Basketball_000032.png,png,yes,800,600
Beaches_000001.png,png,yes,800,600
Beaches_000002.png,png,yes,800,600
Beaches_000003.png,png,yes,800,600
Beaches_000004.png,png,yes,800,600
Beaches_000005.png,png,yes,800,600
Beaches_000006.png,png,yes,800,600
Beaches_000008.png,png,yes,800,600
Beaches_000009.png,png,yes,800,600
Beaches_000010.png,png,yes,800,600
Beaches_000011.png,png,yes,800,600
Beaches_000012.png,png,yes,800,600
Beaches_000015.png,png,yes,800,600
Beaches_000016.png,png,yes,800,600
Beaches_000017.png,png,yes,800,600
Beaches_000018.png,png,yes,800,600
Beaches_000019.png,png,yes,800,600
Beaches_000020.png,png,yes,800,600
Beaches_000021.png,png,yes,800,600
Beaches_000022.png,png,yes,800,600
Beaches_000023.png,png,yes,800,600
Beaches_000024.png,png,yes,800,600
Beaches_000026.png,png,yes,800,600
Beaches_000028.png,png,yes,800,600
Beaches_000029.png,png,yes,800,600
